r,method,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime
Central America,NM,0.010319034753996486,0.9929537336714483,0.9896654760514576,215,TRUE,,0.013647671013566101,0.9528371415893288,0.0021202035326042326,0.7998795798103331,0.5415631741874444,0.23845535134923718,0.5127106671445874,0.0044698744717247595,1.0871683046547012,0.003123533373312188,8,2,0.1111111111111111,0.3333333333333333,-163.31296322889932,-155.36450371739528,-155.84629656223265,-159.31296322889932,-149.09351528553697,-145.46680938274548,122.31595802307129
Central America,Nelder-Mead,0.010319034753996486,0.9929537336714483,0.9896654760514576,215,TRUE,,0.013647671013566101,0.9528371415893288,0.0021202035326042326,0.7998795798103331,0.5415631741874444,0.23845535134923718,0.5127106671445874,0.0044698744717247595,1.0871683046547012,0.003123533373312188,8,2,0.1111111111111111,0.3333333333333333,-163.31296322889932,-155.36450371739528,-155.84629656223265,-159.31296322889932,-149.09351528553697,-145.46680938274548,120.64972591400146
Central America,PORT,7.087830249401173e-4,0.999516013456496,0.9992901530695274,337,FALSE,false convergence (8),2.3654388862499077e-13,0.879771425428445,0.014376919293844395,1.0968480538686805e-5,0.23314025826212567,0.0022052467057534853,0.9780260056588539,7.728111911315109e-71,0.7821770735390648,1.420009313209335e-7,4,26,0.2,0.037037037037037035,-224.91147244973644,-216.9630129382324,-217.44480578306977,-220.91147244973644,-210.69202450637408,-207.0653186035826,1075.6079092025757
Central America,Newton,0.01551106684425174,0.9894083981079493,0.9844656505583257,3,TRUE,,0.9691644624888169,0.9638493902188641,1.3740077174765266e-6,0.9998995472146922,0.4298142802540413,0.3303096200992104,0.5877533951732228,0.01207235517065999,1.0991194214440378,0.0232671687136695,8,4,0.1111111111111111,0.2,-153.93900192349028,-145.99054241198624,-146.4723352568236,-149.93900192349028,-139.71955398012793,-136.09284807733644,77.25286412239075
Central America,L-BFGS-B,0.0033400680528835637,0.9977192625456572,0.9966549184002973,70,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9295876481154653,0.9433436113860626,3.515570005213687e-5,0.9959692637525929,0.15809500285607636,0.05733630218419085,0.9887367926997525,5.114215046259989e-155,1.4608499404615956,4.917963493153639e-6,-0.69,34,3.2258064516129026,0.02857142857142857,-189.25694119935437,-181.30848168785033,-181.7902745326877,-185.25694119935437,-175.03749325599202,-171.41078735320053,72.40114903450012
Central America,L-BFGS-B,0.0033400680528835637,0.9977192625456572,0.9966549184002973,70,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.9295876481154653,0.9433436113860626,3.515570005213687e-5,0.9959692637525929,0.15809500285607636,0.05733630218419085,0.9887367926997525,5.114215046259989e-155,1.4608499404615956,4.917963493153639e-6,-0.69,34,3.2258064516129026,0.02857142857142857,-189.25694119935437,-181.30848168785033,-181.7902745326877,-185.25694119935437,-175.03749325599202,-171.41078735320053,72.40114903450012
Central Asia Extended,LM,0.0022272661166738575,0.9993905474660888,0.9991061362835969,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,7.241029671035458e-25,0.8044656840986995,0.02747970110779115,5.401241613184064e-43,1.4159801740680057e-10,0.9795865763376742,1.0001447569916868,0,0.4258789887201287,8.779055988422494e-151,50,50,0.0196078431372549,0.0196078431372549,-198.57691621830932,-190.62845670680528,-191.11024955164265,-194.57691621830932,-184.35746827494697,-180.73076237215548,3171.583775997162
Central Asia Extended,NM,0.02068070657885641,0.9943410852734647,0.9917002584010814,251,TRUE,,0.01693489087820721,0.9588020830380364,0.002023508515314863,0.8325862189447129,0.5821555455938343,0.09722997478342958,0.4869005685479936,0.24095443839519481,1.0482606691583563,0.03151424927189004,-0.08999999999999997,14,1.0989010989010988,0.06666666666666667,-147.32311040776855,-139.3746508962645,-139.85644374110188,-143.32311040776855,-133.1036624644062,-129.4769565616147,169.23880195617676
Central Asia Extended,Nelder-Mead,0.02068070657885641,0.9943410852734647,0.9917002584010814,251,TRUE,,0.01693489087820721,0.9588020830380364,0.002023508515314863,0.8325862189447129,0.5821555455938343,0.09722997478342958,0.4869005685479936,0.24095443839519481,1.0482606691583563,0.03151424927189004,-0.08999999999999997,14,1.0989010989010988,0.06666666666666667,-147.32311040776855,-139.3746508962645,-139.85644374110188,-143.32311040776855,-133.1036624644062,-129.4769565616147,157.45436191558838
Central Asia Extended,PORT,0.002593705221233466,0.9992902777950664,0.9989590740994307,3017,FALSE,false convergence (8),1.401578413359791e-25,0.7596354446766396,0.028294921472492986,1.884255491597558e-68,2.0177362296402016e-13,0.9908516679870397,1,0,0.4191684500682509,6.602120049720537e-171,64,20,0.015384615384615385,0.047619047619047616,-195.07372724582262,-187.12526773431858,-187.60706057915596,-191.07372724582262,-180.85427930246027,-177.22757339966878,883.2056329250336
