r,method,invalid_reason,rss,R2,adjR2,iter,conv,message,gamma,p_gamma,lambda,p_lambda,delta_KL,p_delta_KL,delta_VAE,p_delta_VAE,nu,p_nu,rho_KL,rho_VAE,sigma_KL,sigma_VAE,AIC_naive,BIC_naive,AICc_naive,AIC_plusRho,BIC_plusRho,AICc_plusRho,runtime,on_edge_KL,on_edge_VAE,valid
South-eastern Asia,PORT,no_convergence|bad_delta_KL|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.00140613876208123,0.9994151939410776,0.999142284446914,1328,FALSE,false convergence (8),6.450167891982421e-17,0.8345657923459995,0.01844159121494263,6.8950291164834605e-15,1,0.04604034124765717,0.8403976034530777,7.026446022446693e-19,0.60735617256845,0.00480246599828375,0.01,-0.99,0.99009900990099,99.99999999999991,-209.155246312558,-201.2067868010539,-201.6885796458913,-205.155246312558,-194.9357983691956,-191.30909246640417,756.9223210811615,FALSE,TRUE,FALSE
South-eastern Asia,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|NA,0.03162326981389902,0.986848040685023,0.980710459671367,2,TRUE,NA,1.0992754727967906,0.9537081861980188,-5.974680558951777e-5,0.9944048006311464,0.5662048210175866,0.9753094980182816,0.5249047608364302,0.5033594577179221,0.9044950896649336,4.488791399789759e-11,100,32,0.0099009900990099,0.0303030303030303,-137.55519395244937,-129.60673444094533,-130.0885272857827,-133.55519395244937,-123.33574600908702,-119.70904010629552,71.4052300453186,TRUE,FALSE,FALSE
Southern Africa Cluster,LM,NA|bad_delta_KL|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.01870626754395411,0.9824632433147584,0.9742794235283124,182,TRUE,Relative error in the sum of squares is at most `ftol'.,2.59237642044796e-13,0.9325317662819624,0.01432229349609517,0.01421970451245642,2.221709557188992,0.8429926840997701,0.10886020566851722,0.8421770136833319,0.7810902578337954,0.03600280921635754,0.91,-0.99,0.5235602094240838,99.99999999999991,-149.6309898818198,-141.68253037031576,-142.16432321515313,-145.6309898818198,-135.41154193845745,-131.78483603566596,3441.4050209522247,FALSE,TRUE,FALSE
Southern Africa Cluster,PORT,NA|bad_delta_KL|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.01991981459503997,0.981325566901707,0.9726108314558368,493,TRUE,relative convergence (4),8.729723816150037e-13,0.906909832337506,0.0137238472390009,0.00119688571625926,1,0,0.26037782553778055,0.03415711195438977,0.7048827347124751,0.01687081095285674,88,-0.99,0.01123595505617977,99.99999999999991,-148.18529465634944,-140.2368351448454,-140.71862798968277,-144.18529465634944,-133.9658467129871,-130.3391408101956,591.8417608737946,FALSE,TRUE,FALSE
Southern Asia Cluster,LM,no_convergence|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.00336676319981296,0.9986260542345368,0.9979848795439874,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,1.5363388010173996e-24,0.9036301613059476,0.02711660320909036,3.249115518541215e-11,1.2466183174020826e-8,0.9925383417191976,0.2665931049779672,0.11991421885051846,0.6923313902739442,1.637105177986157e-5,42,-0.99,0.02325581395348837,99.99999999999991,-189.073846799424,-181.12538728792,-181.60718013275735,-185.073846799424,-174.85439885606166,-171.22769295327018,4387.768647909164,FALSE,TRUE,FALSE
Southern Asia Cluster,PORT,no_convergence|NA|NA|NA|NA|NA|NA|NA,0.00423305084891864,0.9982725300403708,0.9974663773925436,1945,FALSE,false convergence (8),1.0102492588472994e-17,0.9601003618757524,0.01936233252056126,0.05015852522262507,0.05282806315214895,0.4306766618967311,0.6432252641986077,0.00682287552722199,1.1730367641277508,0.00592787444284322,0.2100000000000002,38,0.8264462809917354,0.02564102564102564,-183.80750998169353,-175.8590504701895,-176.34084331502686,-179.80750998169353,-169.58806203833117,-165.9613561355397,458.23382592201233,FALSE,FALSE,FALSE
Switzerland,LM,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00228353467686901,0.993537166351328,0.990521177315281,362,TRUE,Relative error in the sum of squares is at most `ftol'.,1.1926975514200038e-10,0.7797675868073917,0.01129997477876659,1.6699592441068002e-10,9007176422661281,0.9986680022847928,0.03068858504932939,0.9873441077870956,0.4720941837428981,3.554245480445686e-4,66,6,0.01492537313432835,0.14285714285714285,-198.00307397747056,-190.0546144659665,-190.53640731080387,-194.00307397747056,-183.78362603410815,-180.1569201313167,1922.8107209205627,FALSE,FALSE,FALSE
Switzerland,NM,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.00678411335056373,0.9807996802139458,0.9718395309804538,143,TRUE,NA,0.0175883911886374,0.929385087968659,0.00197064863487398,0.7240029448748283,0.533701578741387,0.1443117977287258,0.5157463487280118,0.950442995065762,1.0365357214656012,0.01560046106161203,2,100,0.3333333333333333,0.0099009900990099,-172.95931542507105,-165.010855913567,-165.4926487584044,-168.95931542507105,-158.7398674817087,-155.1131615789172,113.21598386764526,FALSE,TRUE,FALSE
Switzerland,Nelder-Mead,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.00678411335056373,0.9807996802139458,0.9718395309804538,143,TRUE,NA,0.0175883911886374,0.929385087968659,0.00197064863487398,0.7240029448748283,0.533701578741387,0.1443117977287258,0.5157463487280118,0.950442995065762,1.0365357214656012,0.01560046106161203,2,100,0.3333333333333333,0.0099009900990099,-172.95931542507105,-165.010855913567,-165.4926487584044,-168.95931542507105,-158.7398674817087,-155.1131615789172,114.39501094818117,FALSE,TRUE,FALSE
Switzerland,PORT,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00355753386654973,0.9899315084583904,0.9852328790723056,1092,TRUE,relative convergence (4),1.5149286250356522e-11,0.8366591161033526,0.01230892384763175,2.88866235132723e-7,1,0.6871538401548497,0.8288210330036896,0.1461945452776393,0.38603593208086806,0.07878919879209378,28,2,0.03448275862068965,0.3333333333333333,-187.8061842569159,-179.8577247454119,-180.33951759024927,-183.8061842569159,-173.5867363135536,-169.9600304107621,731.5361609458923,FALSE,FALSE,FALSE
Switzerland,Newton,NA|NA|NA|NA|NA|NA|rho_KL_on_edge|rho_VAE_on_edge,0.01128719228894316,0.9680551178561332,0.9531475061889952,3,TRUE,NA,1.0038901296599745,0.8996536578451698,-2.9808254563745493e-5,0.993935898569324,0.4671404210596436,0.9171657564146206,0.5768753820735546,0.9801351967721256,0.973936401766934,9.565283721809106e-7,100,100,0.0099009900990099,0.0099009900990099,-161.2503592685484,-153.30189975704437,-153.78369260188174,-157.2503592685484,-147.03091132518605,-143.40420542239457,100.60051107406616,TRUE,TRUE,FALSE
Switzerland,L-BFGS-B,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.00471183725831972,0.9866646122397018,0.980441431284896,1139,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1e-6,0.9000905506289708,0.00681746638503393,0.08373657677055153,0.9963268270485696,0.24176220709055127,0.99999700418176,8.23960689816259e-6,0.619632951719155,0.08306436905338627,-0.18999999999999995,-0.99,1.2345679012345678,99.99999999999991,-181.34294649792903,-173.394486986425,-173.87627983126237,-177.34294649792903,-167.12349855456668,-163.4967926517752,126.75144100189208,FALSE,TRUE,FALSE
Switzerland,L-BFGS-B,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.00471183725831972,0.9866646122397018,0.980441431284896,1139,TRUE,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,1e-6,0.9000905506289708,0.00681746638503393,0.08373657677055153,0.9963268270485696,0.24176220709055127,0.99999700418176,8.23960689816259e-6,0.619632951719155,0.08306436905338627,-0.18999999999999995,-0.99,1.2345679012345678,99.99999999999991,-181.34294649792903,-173.394486986425,-173.87627983126237,-177.34294649792903,-167.12349855456668,-163.4967926517752,126.75144100189208,FALSE,TRUE,FALSE
Tropical Pacific Islands,LM,no_convergence|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.00711734539532931,0.994748641465885,0.992298007483298,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,5.586878668345633e-5,0.8743660554354107,0.00484027677512517,0.122173449453094,0.1697767369204869,0.00114322199490992,7.230620427272723e-7,0.9719816511602868,1.6628732445158063,1.4879669225138552e-29,-0.99,100,99.99999999999991,0.0099009900990099,-171.85643756509631,-163.90797805359227,-164.38977089842965,-167.85643756509631,-157.63698962173396,-154.01028371894247,2626.724667072296,TRUE,TRUE,FALSE
Tropical Pacific Islands,PORT,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00729557000777193,0.9946171428118848,0.9921051427907644,2563,TRUE,relative convergence (4),1.0280763316494462e-4,0.8770060896065127,0.00453841434848972,0.15599449875450025,0.17247277851193402,0.00183233397870443,8.596237713424647e-6,0.9567226630553776,1.6718977307335163,3.794426375766268e-29,-0.99,82,99.99999999999991,0.01204819277108433,-171.28759012192862,-163.33913061042458,-163.82092345526195,-167.28759012192862,-157.06814217856626,-153.44143627577478,705.7793378829956,TRUE,FALSE,FALSE
Tropical Pacific Islands,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.12133971787233916,0.9104724686546516,0.8686929540268223,3,TRUE,NA,0.9065910223517696,0.9869532635802726,4.77079876220109e-5,0.9987415658410352,0.4731568640086913,0.3908721443840893,0.5456869200604346,0.22256738689929204,1.0337837619379775,0.3813952157566551,-0.99,6,99.99999999999991,0.14285714285714285,-106.62707184250137,-98.67861233099732,-99.1604051758347,-102.62707184250137,-92.40762389913904,-88.78091799634751,81.2305519580841,TRUE,FALSE,FALSE
United Kingdom,LM,no_convergence|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.00425354417575388,0.9788961326070296,0.9690476611569768,1024,FALSE,Number of iterations has reached `maxiter' == 1024.,1.1977174351128152e-9,0.800320297103987,0.01014869990507577,2.0986823864615874e-7,2224320636796874,0.9999891796020678,2.7297329505295353e-5,0.9999567832931362,0.6503565972796511,4.965850825067421e-4,24,6,0.04,0.14285714285714285,-183.696429523155,-175.74797001165095,-176.22976285648832,-179.696429523155,-169.47698157979264,-165.85027567700115,2682.3452229499817,FALSE,FALSE,FALSE
United Kingdom,NM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00661876192332537,0.96716115592928,0.9518363620296107,147,TRUE,NA,0.0175769930113868,0.9464661438115612,0.00198034048634825,0.7879892221832401,0.5363958425131597,0.43867631497361687,0.5336558501887119,0.36671435345530534,1.0158757121277198,0.20067250455426397,-0.99,12,99.99999999999991,0.07692307692307693,-173.52684675126838,-165.57838723976434,-166.0601800846017,-169.52684675126838,-159.30739880790605,-155.68069290511454,120.1015739440918,TRUE,FALSE,FALSE
United Kingdom,Nelder-Mead,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,0.00661876192332537,0.96716115592928,0.9518363620296107,147,TRUE,NA,0.0175769930113868,0.9464661438115612,0.00198034048634825,0.7879892221832401,0.5363958425131597,0.43867631497361687,0.5336558501887119,0.36671435345530534,1.0158757121277198,0.20067250455426397,-0.99,12,99.99999999999991,0.07692307692307693,-173.52684675126838,-165.57838723976434,-166.0601800846017,-169.52684675126838,-159.30739880790605,-155.68069290511454,119.01574206352234,TRUE,FALSE,FALSE
United Kingdom,Newton,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.00885157540860381,0.9560831001340324,0.9355885468632475,2,TRUE,NA,0.939672981264324,0.940044240245391,2.008057851479554e-5,0.9975633272535492,0.5017262572428286,0.21249282289369176,0.520315197552407,0.9911446734370772,1.0449998653344896,0.16340078765056054,-0.99,100,99.99999999999991,0.0099009900990099,-166.84104290762912,-158.89258339612508,-159.37437624096245,-162.84104290762912,-152.62159496426676,-148.99488906147528,58.629640102386475,TRUE,TRUE,FALSE
United States,LM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,7.667591726624615e-4,0.9980050587357012,0.9970740861456951,107,TRUE,Relative error in the sum of squares is at most `ftol'.,8.023357729254855e-9,0.7383526272882188,0.00921580768168239,4.841418489107405e-10,0.3131792848908492,0.01399153883894315,0.8189317845425009,5.393766619457384e-13,0.985689077314859,4.676532365200683e-6,-0.99,0.01,99.99999999999991,0.99009900990099,-223.103136182358,-215.15467667085397,-215.63646951569137,-219.103136182358,-208.8836882389957,-205.25698233620415,1558.4067001342771,TRUE,FALSE,FALSE
United States,NM,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.00697385189649337,0.9818555481102196,0.9733881372283218,147,TRUE,NA,0.01754434205842734,0.8978975661817027,0.00199740362252418,0.6041152505695109,0.5362973294515879,0.10181028792270833,0.5159945045813827,0.7604366542683376,1.033674499410812,0.06748248876562567,-0.99,100,99.99999999999991,0.0099009900990099,-172.32488101832976,-164.37642150682572,-164.8582143516631,-168.32488101832976,-158.1054330749674,-154.47872717217592,150.26261401176453,TRUE,TRUE,FALSE
United States,Nelder-Mead,NA|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|rho_VAE_on_edge,0.00697385189649337,0.9818555481102196,0.9733881372283218,147,TRUE,NA,0.01754434205842734,0.8978975661817027,0.00199740362252418,0.6041152505695109,0.5362973294515879,0.10181028792270833,0.5159945045813827,0.7604366542683376,1.033674499410812,0.06748248876562567,-0.99,100,99.99999999999991,0.0099009900990099,-172.32488101832976,-164.37642150682572,-164.8582143516631,-168.32488101832976,-158.1054330749674,-154.47872717217592,152.6187069416046,TRUE,TRUE,FALSE
United States,PORT,no_convergence|NA|NA|NA|bad_sigma_KL|NA|rho_KL_on_edge|NA,8.193801084627079e-4,0.9978681504600176,0.9968732873413592,2062,FALSE,false convergence (8),1.0533834095895589e-7,0.71643515835712,0.00794122494143137,5.451866621839239e-9,0.3107332530163308,6.974973899447535e-4,0.9367037704825492,0.01749866644111589,0.9554748752453964,1.8211393057438853e-6,-0.99,86,99.99999999999991,0.01149425287356321,-221.57650375063815,-213.6280442391341,-214.10983708397148,-217.57650375063815,-207.3570558072758,-203.7303499044843,1421.5473549365995,TRUE,FALSE,FALSE
United States,Newton,NA|NA|NA|NA|NA|NA|NA|rho_VAE_on_edge,0.01722137281609703,0.9551937185969256,0.9342841206088242,2,TRUE,NA,1.0622562527103436,0.936998926121776,-5.049559021798156e-5,0.99355906393683,0.44276255639756673,0.3687472482124806,0.5731910535108092,0.8038376783054066,0.9618390753444964,0.29754858568503806,0.91,100,0.5235602094240838,0.0099009900990099,-151.5332603687047,-143.58480085720066,-144.06659370203803,-147.5332603687047,-137.31381242534235,-133.68710652255086,84.27816200256348,FALSE,TRUE,FALSE
Western Africa,LM,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.01120282547610954,0.995427242366188,0.9932932888037423,989,TRUE,Relative error in the sum of squares is at most `ftol'.,2.6453092570094477e-22,0.8661960043988879,0.02459200286155905,5.682690190699155e-17,19.035393656202334,0.997439129389335,8.214968314919254e-14,0.9997235821182902,0.5815071167828216,3.560815604130744e-10,0.31000000000000005,4,0.7633587786259541,0.2,-161.4229198967905,-153.47446038528645,-153.95625323012382,-157.4229198967905,-147.20347195342814,-143.57676605063665,4376.764861822128,FALSE,FALSE,FALSE
Western Africa,PORT,NA|bad_delta_KL|NA|NA|NA|NA|NA|NA,0.01266355012006602,0.99483100530253,0.9924188077770438,2029,TRUE,relative convergence (4),3.0232073227100928e-21,0.8740655115797673,0.02338800464025667,6.916889301631638e-14,1,0.04675678817924699,3.95545273676591e-10,0.9955766844512988,0.6327246771065842,1.3698401550977272e-10,-0.3899999999999999,20,1.6393442622950818,0.04761904761904761,-158.60399903742334,-150.6555395259193,-151.13733237075667,-154.60399903742334,-144.38455109406098,-140.7578451912695,459.9064071178436,FALSE,FALSE,FALSE
Western Africa,Newton,NA|NA|NA|NA|NA|bad_sigma_VAE|NA|rho_VAE_on_edge,0.03601380797632089,0.9852999213727328,0.978439884680008,2,TRUE,NA,1.0635536511445451,0.9956923084180608,-2.453524906838706e-5,0.9997862684214102,0.5146614014754457,0.8837422582405479,0.4768392494887145,0.7879814618111207,1.0916329612513498,0.7587199248297443,0.2100000000000002,-0.99,0.8264462809917354,99.99999999999991,-134.56498272720228,-126.61652321569824,-127.0983160605356,-130.56498272720228,-120.34553478383992,-116.71882888104844,42.084295988082886,FALSE,TRUE,FALSE
